met_id,abbreviation,createdDate,updatedDate,fullName,description,synonyms,iupac,neutralFormula,chargedFormula,charge,avgmolweight,monoisotopicweight,miriam,biggId,lmId,ehmnId,hepatonetId,keggId,pubChemId,cheBlId,chembl,inchiString,inchiKey,smile,hmdb,metanetx,seed,pdmapName,reconMap,reconMap3,golgimap,lysosomemap,mitochondrionmap,nucleusmap,peroxisomemap,reticulummap,food_db,chemspider,biocyc,wikipedia,drugbank,knapsack,phenolExplorer,metlin,casRegistry,epa_id,echa_id,iuphar_id,fda_id,mesh_id,chodb_id,isHuman,isMicrobe,Compound_ID,Pathway_ID,Pathway_Name
5825,cvm1gluc,2018-05-31T15:54:08.170242Z,2018-06-04T19:46:54.986085Z,Cerivastatin-M1-Glucuronide,,,,C30H37FNNaO11,C30H36FNNaO11,-1,,,http://identifiers.org/vmhmetabolite/cvm1gluc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
5826,cvm23gluc,2018-05-31T15:54:08.170242Z,2018-06-04T18:43:25.123240Z,Cerivastatin-M23-Glucuronide,,,,C31H39FNNaO12,C31H38FNNaO12,-1,,,http://identifiers.org/vmhmetabolite/cvm23gluc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
635,cyan,2018-05-31T15:54:08.170242Z,2019-02-08T16:26:36.810595Z,Hydrogen cyanide,"Human Metabolome Database (HMDB): Hydrogen cyanide (with the historical common name of Prussic acid) is a chemical compound with chemical formula HCN. It is a colorless, extremely poisonous liquid that boils slightly above room temperature at 26 °C (79 °F). Hydrogen cyanide is a linear molecule, with a triple bond between carbon and nitrogen. A minor tautomer of HCN is HNC, hydrogen isocyanide. Hydrogen cyanide is weakly acidic with a pKa of 9.2. It partly ionizes in water solution to give the cyanide anion, CN. (Wikipedia)","[CHN]***Blausaeure***Cyanwasserstoff***Formonitrile***HCN***Hydrocyanic acid***Hydrocyanate***Zyklon b***Cyanide, hydrogen***Acid, hydrocyanic",Hydrocyanic acid,,CHN,0,27.0253,27.01089904,http://identifiers.org/vmhmetabolite/cyan,cyan,,,,C01326,,18407,,InChI=1S/CHN/c1-2/h1H,LELOWRISYMNNSU-UHFFFAOYSA-N,[H]C#N,HMDB0060292,MNXM254,cpd00150,,cyan,cyan,,,cyan,,,,,748,HCN,Hydrogen_cyanide,,C00007569,,,74-90-8,DTXSID9024148,100.000.747,,2WTB3V159F,D006856,cyan,True,True,cpd:C01326,path:map00460;path:map01100;path:map01110,Cyanoamino acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
1735,cynt,2018-05-31T15:54:08.170242Z,2019-02-08T16:21:21.211927Z,Cyanate,"Human Metabolome Database (HMDB): The cyanate ion is an anion consisting of one oxygen atom, one carbon atom, and one nitrogen atom, [OCN], in that order. The cyanate ion possesses 1 unit of negative charge, borne mainly by the nitrogen atom. In organic compounds the cyanate group is a functional group. The cyanate ion is an ambident nucleophile in nucleophilic substitution because it can react to form an alkyl cyanate R-OCN (exception) or an alkyl isocyanate R-NCO (rule). Aryl cyanates (C6H5OCN) can be formed by a reaction of phenol with cyanogen chloride (ClCN) in the presence of a base. The cyanate ion is relatively non-toxic in comparison with cyanides. Use of this fact is made in cyanide decontamination processes where a permanganate oxidation converts toxic cyanide to safer cyanate. Cyanate can be decomposed by the enzyme cyanate lyase (or cyanase), which is found in bacteria and plants. In particular cyanate can be decomposed to carbamate (ammonia) and carbon dioxide. Alternately the same enzyme can be used to synthesize cyanate using carbamate and carbon dioxide.",[C(N)OH]***Cyansaeure***HOCN***Zyansaeure***Cyanic acid,cyanate,,CNO,-1,42.0168,41.99798863,http://identifiers.org/vmhmetabolite/cynt,cynt,,,,C01417,105034,29195,,InChI=1S/CHNO/c2-1-3/h3H/p-1,XLJMAIOERFSOGZ-UHFFFAOYSA-M,[O-]C#N,HMDB0002078,MNXM1191,cpd01015,,,cynt,,,,,,,FDB022835,94771,,Cyanate,,,,4001,71000-82-3,,,,,,,True,True,cpd:C01417,path:map01100;path:map00910;path:map02010,Metabolic pathways;Nitrogen metabolism;ABC transporters
366,cys_L,2018-05-31T15:54:08.170242Z,2019-02-08T16:19:50.732391Z,L-Cysteine,"Human Metabolome Database (HMDB): Cysteine is a naturally occurring, sulfur-containing amino acid that is found in most proteins, although only in small quantities. Cysteine is unique amongst the twenty natural amino acids as it contains a thiol group. Thiol groups can undergo oxidation/reduction (redox) reactions; when cysteine is oxidized it can form cystine, which is two cysteine residues joined by a disulfide bond. This reaction is reversible: as reduction of this disulphide bond regenerates two cysteine molecules. The disulphide bonds of cystine are crucial to defining the structures of many proteins. Cysteine is often involved in electron-transfer reactions, and help the enzyme catalyze its reaction. Cysteine is also part of the antioxidant glutathione. N-acetyl-L-cysteine (NAC) is a form of cysteine where an acetyl group is attached to cysteine's nitrogen atom and is sold as a dietary supplement. Cysteine is named after cystine, which comes from the Greek word kustis meaning bladder - cystine was first isolated from kidney stones. As cysteine contains a sulphydryl group, it can undergo redox reactions. Oxidation of cysteine can produce a disulfide bond with another thiol, or further oxidation can produce sulphfinic or sulfonic acids. The cysteine thiol group is also a nucleophile and can undergo addition and substitution reactions. Thiol groups become much more reactive when they are ionized, and cysteine residues in proteins have pKa values close to neutrality, so are often in their reactive thiolate form in the cell. The thiol group also has a high affinity for heavy metals and proteins containing cysteine will bind metals such as mercury, lead and cadmium tightly. Due to this ability to undergo redox reactions, cysteine has antioxidant properties. Cysteine is an important source of sulfur in human metabolism, and although it is classified as a non-essential amino acid, cysteine may be essential for infants, the elderly, and individuals with certain metabolic disease or who suffer from malabsorption syndromes, Although, L-cysteine is found to be associated with sulfite oxidase deficiency, which is a genetic disorder. Cysteine may at some point be recognized as an essential or conditionally essential amino acid (http://en.wikipedia.org/wiki/Cysteine). Cysteine is important in energy metabolism. As cystine, it is a structural component of many tissues and hormones. Cysteine has clinical uses ranging from baldness to psoriasis to preventing smoker's hack. In some cases, oral cysteine therapy has proved excellent for treatment of asthmatics, enabling them to stop theophylline and other medications. Cysteine also enhances the effect of topically applied silver, tin and zinc salts in preventing dental cavities. In the future, cysteine may play a role in the treatment of cobalt toxicity, diabetes, psychosis, cancer and seizures (http://www.dcnutrition.com/AminoAcids/).",(2R)-2-amino-3-Mercaptopropanoic acid***(2R)-2-amino-3-Sulfanylpropanoic acid***(R)-2-amino-3-Mercaptopropanoic acid***C***Cys***CYSTEINE***e 920***e-920***e920***FREE cysteine***L-2-amino-3-Mercaptopropionic acid***L-Cystein***L-Zystein***(2R)-2-amino-3-Mercaptopropanoate***(2R)-2-amino-3-Sulfanylpropanoate***(2R)-2-amino-3-Sulphanylpropanoate***(2R)-2-amino-3-Sulphanylpropanoic acid***(R)-2-amino-3-Mercaptopropanoate***L-2-amino-3-Mercaptopropionate***(+)-2-amino-3-Mercaptopropionic acid***(R)-(+)-Cysteine***(R)-2-amino-3-mercapto-Propanoate***(R)-2-amino-3-mercapto-Propanoic acid***(R)-Cysteine***2-amino-3-Mercaptopropanoate***2-amino-3-Mercaptopropanoic acid***2-amino-3-Mercaptopropionate***2-amino-3-Mercaptopropionic acid***3-mercapto-L-Alanine***Acetylcysteine***alpha-amino-beta-Thiolpropionic acid***b-Mercaptoalanine***beta-Mercaptoalanine***Carbocysteine***Cisteina***Cisteinum***Cystein***Cysteinum***Half-cystine***L Cysteine***L-(+)-Cysteine***L-2-amino-3-Mercaptopropanoate***L-2-amino-3-Mercaptopropanoic acid***Polycysteine***Thioserine***Cysteine hydrochloride***Zinc cysteinate***Half cystine,L-Cysteine,,C3H7NO2S,0,121.158,121.0197492,http://identifiers.org/vmhmetabolite/cys_L,cys__L,,,HC00099,C00097,5862,17561,CHEMBL54943,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",XUJNEKJLAYXESH-REOHCLBHSA-N,[H]SC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],HMDB0000574,MNXM55,cpd00084,L-cysteine,cys_L,cys_L,,,cys_L,,,,FDB012678,5653,CYS,L-Cysteine,DBMET00503,C00001351,,5556,52-90-4,DTXSID8022876,100.000.145,4782,K848JZ4886,D003545,cys_L,True,True,cpd:C00097,path:map00770;path:map01100;path:map01240;path:map00460;path:map00430;path:map01120;path:map00970;path:map00670;path:map01230;path:map00730;path:map04216;path:map01200;path:map01320;path:map04122;path:map01110;path:map01060;path:map00470;path:map00311;path:map00920;path:map05230;path:map00270;path:map00260;path:map00480;path:map04974,"Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors;Cyanoamino acid metabolism;Taurine and hypotaurine metabolism;Microbial metabolism in diverse environments;Aminoacyl-tRNA biosynthesis;One carbon pool by folate;Biosynthesis of amino acids;Thiamine metabolism;Ferroptosis;Carbon metabolism;Sulfur cycle;Sulfur relay system;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;D-Amino acid metabolism;Penicillin and cephalosporin biosynthesis;Sulfur metabolism;Central carbon metabolism in cancer;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;Glutathione metabolism;Protein digestion and absorption"
5829,cysacmp,2018-05-31T15:54:08.170242Z,2018-06-04T20:31:08.529940Z,Cysteine-Conjugate-Acetaminophen,,,,C11H14N2O4S,C11H14N2O4S,0,,,http://identifiers.org/vmhmetabolite/cysacmp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
1417,cysam,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:08.738196Z,Cysteamine,"Human Metabolome Database (HMDB): Cysteamine is a product of the constitutive degradation of coenzyme A, a process that occurs in all tissues, although some tissues such as brain and heart may have exceptionally high coenzyme A turnover rates. Cysteamine has only one known function, and that is as a precursor for the formation of hypotaurine, which is subsequently oxidized to taurine. The rate of cysteamine production as a result of coenzyme A breakdown is not well understood but it is clear that cysteamine levels are not as dramatically affected by dietary habits as are cysteine levels. Cysteamine is generated from hypotaurine by cysteamine dioxygenase (EC:1.13.11.19), an enzyme that was recently identified in mammals (PMID: 17581819). Cysteamine is the simplest stable aminothiol found in the body. It is used in the treatment of disorders of cystine excretion. Cysteamine cleaves the disulfide bond with cysteine to produce molecules that can escape the metabolic defect in cystinosis and cystinuria. Cyst(e)amine may also serve as an endogenous regulator of immune system activity as well as a potential therapeutic agent for the treatment of Huntington disease. Cysteamine is also used as a radiation-protective agent that oxidizes in air to form cystamine. It can be given intravenously or orally to treat radiation sickness. -- Wikipedia.","2-amino-1-Ethanethiol***2-amino-ETHANETHIOL***2-Aminoethanethiol***beta-Aminoethanethiol***beta-Aminoethylthiol***beta-MEA***beta-Mercaptoethylamine***MEA***Mercaptamina***Mercaptamine***Mercaptaminum***Thioethanolamine***b-Aminoethanethiol***β-aminoethanethiol***b-Aminoethylthiol***β-aminoethylthiol***b-MEA***β-mea***b-Mercaptoethylamine***β-mercaptoethylamine***(2-Mercaptoethyl)amine***2-Aminoethyl mercaptan***2-Mercaptoethanamine***Aminoethyl mercaptan***Becaptan***CASH***Cisteamina***Cysteamide***Cysteamin***Cysteaminium***Cysteinamine***Decarboxycysteine***Ethanethiolamine***Lambraten***Lambratene***Mecramine***Mercamin***Mercamine***Mercaptamin***Merkamin***Riacon***35S-Labeled cysteamine***Cystagon***Cysteamine hydrobromide***Hydrochloride, cysteamine***Tosylate, cysteamine***Cysteamine dihydrochloride***Cysteamine hydrochloride***Cysteamine maleate (1:1)***Cysteamine tosylate***Mercaptoethylamine***2 Aminoethanethiol***Cysteamine bitartrate***Cysteamine tartrate***Cysteamine tartrate (1:1)***Hydrobromide, cysteamine***Tartrate, cysteamine***beta Mercaptoethylamine***Bitartrate, cysteamine***Cysteamine, 35S labeled***Cysteamine, 35S-labeled***Dihydrochloride, cysteamine",2-Aminoethane-1-thiol,,C2H8NS,1,77.149,77.02991992,http://identifiers.org/vmhmetabolite/cysam,cysam,,,HC00823,C01678,6058,17141,,"InChI=1S/C2H7NS/c3-1-2-4/h4H,1-3H2/p+1",UFULAYFCSOUIOV-UHFFFAOYSA-O,[H]SC([H])([H])C([H])([H])[N+]([H])([H])[H],HMDB0002991,MNXM1226,cpd01160,,cysam,cysam,,,,,,,FDB023091,5834,CPD-3721,Cysteamine,DB00847,,,3222,60-23-1,DTXSID3022875,100.000.421,,5UX2SD1KE2,D003543,cysam,True,True,cpd:C01678,path:map00430;path:map01100,Taurine and hypotaurine metabolism;Metabolic pathways
2732,cysasnmet,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:10.059337Z,Cystyl-Asparaginyl-Methionine,,,,,C12H22N4O5S2,0,,,http://identifiers.org/vmhmetabolite/cysasnmet,,,,,,,,,"InChI=1S/C12H22N4O5S2/c1-23-3-2-7(12(20)21)15-11(19)8(4-9(14)17)16-10(18)6(13)5-22/h6-8,22H,2-5,13H2,1H3,(H2,14,17)(H,15,19)(H,16,18)(H,20,21)/t6-,7-,8+/m0/s1",SQJSYLDKQBZQTG-BIIVOSGPSA-N,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])SC([H])([H])[H],,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2733,cysaspphe,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:10.179914Z,Cystyl-Aspartyl-Phenylalanine,,,,,C16H20N3O6S,-1,,,http://identifiers.org/vmhmetabolite/cysaspphe,,,,,,,,,"InChI=1S/C16H21N3O6S/c17-10(8-26)14(22)18-11(7-13(20)21)15(23)19-12(16(24)25)6-9-4-2-1-3-5-9/h1-5,10-12,26H,6-8,17H2,(H,18,22)(H,19,23)(H,20,21)(H,24,25)/p-1/t10-,11+,12-/m0/s1",IIGHQOPGMGKDMT-TUAOUCFPSA-M,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])C([O-])=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2734,cyscys,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:10.396361Z,Cystyl-Cysteine,,,,,C6H12N2O3S2,0,,,http://identifiers.org/vmhmetabolite/cyscys,,,,,,,,,"InChI=1S/C6H12N2O3S2/c7-3(1-12)5(9)8-4(2-13)6(10)11/h3-4,12-13H,1-2,7H2,(H,8,9)(H,10,11)/t3-,4+/m0/s1",OABOXRPGTFRBFZ-IUYQGCFVSA-N,[H]OC(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])S[H],,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2735,cysglnmet,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:11.338708Z,Cystyl-Glutaminyl-Methionine,,,,,C13H24N4O5S2,0,,,http://identifiers.org/vmhmetabolite/cysglnmet,,,,,,,,,"InChI=1S/C13H24N4O5S2/c1-24-5-4-9(13(21)22)17-12(20)8(2-3-10(15)18)16-11(19)7(14)6-23/h7-9,23H,2-6,14H2,1H3,(H2,15,18)(H,16,19)(H,17,20)(H,21,22)/t7-,8+,9-/m0/s1",LMXOUGMSGHFLRX-YIZRAAEISA-N,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])SC([H])([H])[H],,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2736,cysgluhis,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:11.548652Z,Cystyl-Glutamyl-Histidine,,,,,C14H20N5O6S,-1,,,http://identifiers.org/vmhmetabolite/cysgluhis,,,,,,,,,"InChI=1S/C14H21N5O6S/c15-8(5-26)12(22)18-9(1-2-11(20)21)13(23)19-10(14(24)25)3-7-4-16-6-17-7/h4,6,8-10,26H,1-3,5,15H2,(H,16,17)(H,18,22)(H,19,23)(H,20,21)(H,24,25)/p-1/t8-,9+,10-/m0/s1",UUOYKFNULIOCGJ-AEJSXWLSSA-M,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C1=C([H])N([H])C([H])=N1,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2737,cysglutrp,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:11.900360Z,Cystyl-Glutamyl-Tryptophan,,,,,C19H23N4O6S,-1,,,http://identifiers.org/vmhmetabolite/cysglutrp,,,,,,,,,"InChI=1S/C19H24N4O6S/c20-12(9-30)17(26)22-14(5-6-16(24)25)18(27)23-15(19(28)29)7-10-8-21-13-4-2-1-3-11(10)13/h1-4,8,12,14-15,21,30H,5-7,9,20H2,(H,22,26)(H,23,27)(H,24,25)(H,28,29)/p-1/t12-,14+,15-/m0/s1",GOKFTBDYUJCCSN-CFVMTHIKSA-M,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H],,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2738,cysleuthr,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:12.296915Z,Cystyl-Leucyl-Threonine,,,,,C13H25N3O5S,0,,,http://identifiers.org/vmhmetabolite/cysleuthr,,,,,,,,,"InChI=1S/C13H25N3O5S/c1-6(2)4-9(15-11(18)8(14)5-22)12(19)16-10(7(3)17)13(20)21/h6-10,17,22H,4-5,14H2,1-3H3,(H,15,18)(H,16,19)(H,20,21)/t7-,8-,9+,10-/m0/s1",XZKJEOMFLDVXJG-QEYWKRMJSA-N,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2739,cyssermet,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:12.425213Z,Cystyl-Seryl-Methionine,,,,,C11H21N3O5S2,0,,,http://identifiers.org/vmhmetabolite/cyssermet,,,,,,,,,"InChI=1S/C11H21N3O5S2/c1-21-3-2-7(11(18)19)13-10(17)8(4-15)14-9(16)6(12)5-20/h6-8,15,20H,2-5,12H2,1H3,(H,13,17)(H,14,16)(H,18,19)/t6-,7-,8+/m0/s1",VCPHQVQGVSKDHY-BIIVOSGPSA-N,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])O[H])C([H])([H])C([H])([H])SC([H])([H])[H],,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
644,cyst_L,2018-05-31T15:54:08.170242Z,2019-02-08T16:19:18.845666Z,L-Cystathionine,"Human Metabolome Database (HMDB): Cystathionine is a dipeptide formed by serine and homocysteine. Cystathioninuria is a prominent manifestation of vitamin-B6 deficiency. The transsulfuration of methionine yields homocysteine, which combines with serine to form cystathionine, the proximate precursor of cysteine through the enzymatic activity of cystathionase. In conditions in which cystathionine gamma-synthase or cystathionase is deficient, for example, there is cystathioninuria. Although cystathionine has not been detected in normal human serum or plasma by most conventional methods, gas chromatographic/mass spectrometric methodology detected a mean concentration of cystathionine in normal human serum of 140 nM, with a range of 65 to 301 nM. Cystathionine concentrations in CSF have been 10, 1, and 0.5 uM, and ""not detected"". Only traces (i.e., <1 uM) of cystathionine are present in normal CSF.587. Gamma-cystathionase deficiency (also known as Cystathioninuria), which is an autosomal recessive disorder (NIH: 2428), provided the first instance in which, in a human, the major biochemical abnormality due to a defined enzyme defect was clearly shown to be alleviated by administration of large doses of pyridoxine. The response in gamma-cystathionase-deficient patients is not attributable to correction of a preexisting deficiency of this vitamin (OMMBID, Chap. 88).","(R)-S-(2-amino-2-Carboxyethyl)-L-homocysteine***L-(+)-Cystathionine***S-(beta-amino-beta-Carboxyethyl)homocysteine***S-(b-amino-b-Carboxyethyl)homocysteine***S-(β-amino-β-carboxyethyl)homocysteine***Cystathionine***S-[(2R)-2-amino-2-Carboxyethyl]-L-homocysteine***[R-(R*,s*)]-2-amino-4-[(2-amino-2-carboxyethyl)thio]-butanoate***[R-(R*,s*)]-2-amino-4-[(2-amino-2-carboxyethyl)thio]-butanoic acid",(2S)-2-amino-4-{[(2R)-2-amino-2-carboxyethyl]sulfanyl}butanoic acid,,C7H14N2O4S,0,222.262,222.0674276,http://identifiers.org/vmhmetabolite/cyst_L,cyst__L,,,HC00916,C02291,439258,17482,CHEMBL209241,"InChI=1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1",ILRYLPWNYFXEMH-WHFBIAKZSA-N,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])SC([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],HMDB0000099,MNXM319,cpd00424,,cyst_L,cyst_L,,,,,,,FDB001976,388392,L-CYSTATHIONINE,Cystathionine,DBMET00486,C00007498,,39,56-88-2,,100.000.269,,,,cyst_L,True,True,cpd:C02291,path:map01100;path:map01230;path:map01240;path:map01110;path:map00270;path:map00260;path:map00670,"Metabolic pathways;Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Glycine, serine and threonine metabolism;One carbon pool by folate"
2740,cystyrasn,2018-05-31T15:54:08.170242Z,2018-06-26T14:03:12.706989Z,Cystyl-Tyrosyl-Asparagine,,,,,C16H22N4O6S,0,,,http://identifiers.org/vmhmetabolite/cystyrasn,,,,,,,,,"InChI=1S/C16H22N4O6S/c17-10(7-27)14(23)19-11(5-8-1-3-9(21)4-2-8)15(24)20-12(16(25)26)6-13(18)22/h1-4,10-12,21,27H,5-7,17H2,(H2,18,22)(H,19,23)(H,20,24)(H,25,26)/t10-,11+,12-/m0/s1",IWVNIQXKTIQXCT-TUAOUCFPSA-N,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])S[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C([H])([H])C(=O)N([H])[H],,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
